SalePrice,num_rooms,n_baths,square_meters,neighborhood
130000,3.0,1.0,70.0,Nou Barris
191000,2.0,1.0,58.0,Nou Barris
125000,2.0,1.0,64.0,Nou Barris
125000,2.0,1.0,64.0,Nou Barris
190000,2.0,1.0,50.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
85000,1.0,1.0,50.0,Nou Barris
187000,3.0,1.0,54.0,Nou Barris
123000,3.0,1.0,56.0,Nou Barris
298000,4.0,2.0,91.0,Nou Barris
199000,2.0,1.0,70.0,Nou Barris
85000,1.0,1.0,39.0,Nou Barris
110000,3.0,1.0,60.0,Nou Barris
159000,3.0,1.0,67.0,Nou Barris
112000,3.0,1.0,77.0,Nou Barris
132500,2.0,1.0,61.0,Nou Barris
126000,3.0,1.0,69.0,Nou Barris
220000,2.0,1.0,67.0,Nou Barris
175000,3.0,1.0,96.0,Nou Barris
106500,3.0,1.0,50.0,Nou Barris
270000,3.0,1.0,84.0,Nou Barris
134900,1.0,1.0,46.0,Nou Barris
159000,2.0,1.0,50.0,Nou Barris
82000,3.0,1.0,57.0,Nou Barris
95000,3.0,,,Nou Barris
128000,3.0,1.0,57.0,Nou Barris
131000,2.0,1.0,69.0,Nou Barris
159000,2.0,1.0,60.0,Nou Barris
128400,2.0,1.0,68.0,Nou Barris
199500,4.0,1.0,75.0,Nou Barris
205000,3.0,1.0,85.0,Nou Barris
188940,3.0,1.0,71.0,Nou Barris
153000,3.0,1.0,70.0,Nou Barris
259000,4.0,2.0,140.0,Nou Barris
126000,3.0,1.0,58.0,Nou Barris
133000,3.0,1.0,63.0,Nou Barris
190000,3.0,1.0,79.0,Nou Barris
91000,2.0,1.0,47.0,Nou Barris
171500,3.0,1.0,74.0,Nou Barris
140000,4.0,1.0,74.0,Nou Barris
109500,2.0,1.0,64.0,Nou Barris
140000,3.0,1.0,65.0,Nou Barris
108000,3.0,1.0,60.0,Nou Barris
72000,2.0,1.0,49.0,Nou Barris
145000,3.0,1.0,99.0,Nou Barris
145000,2.0,1.0,75.0,Nou Barris
127000,3.0,1.0,64.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
165000,2.0,1.0,62.0,Nou Barris
152000,3.0,1.0,65.0,Nou Barris
285000,4.0,1.0,80.0,Nou Barris
189000,4.0,1.0,88.0,Nou Barris
134000,2.0,1.0,58.0,Nou Barris
155000,1.0,1.0,42.0,Nou Barris
360000,1.0,1.0,68.0,Nou Barris
147500,3.0,1.0,70.0,Nou Barris
158000,3.0,1.0,60.0,Nou Barris
180000,3.0,1.0,83.0,Nou Barris
125000,3.0,1.0,62.0,Nou Barris
185000,3.0,1.0,66.0,Nou Barris
52000,2.0,1.0,76.0,Nou Barris
140000,3.0,1.0,60.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
178000,2.0,1.0,55.0,Nou Barris
126000,3.0,1.0,72.0,Nou Barris
106500,2.0,1.0,50.0,Nou Barris
119000,2.0,1.0,44.0,Nou Barris
181500,3.0,1.0,77.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
380000,4.0,2.0,104.0,Nou Barris
116000,3.0,1.0,60.0,Nou Barris
215000,3.0,1.0,66.0,Nou Barris
215000,3.0,1.0,66.0,Nou Barris
159000,4.0,2.0,122.0,Nou Barris
124000,3.0,1.0,68.0,Nou Barris
259000,4.0,2.0,100.0,Nou Barris
110000,3.0,1.0,64.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
113000,2.0,1.0,53.0,Nou Barris
151500,3.0,1.0,73.0,Nou Barris
118500,3.0,1.0,60.0,Nou Barris
160000,3.0,1.0,70.0,Nou Barris
240000,3.0,2.0,95.0,Nou Barris
108000,3.0,1.0,50.0,Nou Barris
95000,3.0,1.0,65.0,Nou Barris
250000,3.0,1.0,60.0,Nou Barris
99500,2.0,1.0,47.0,Nou Barris
145000,3.0,1.0,73.0,Nou Barris
159900,1.0,1.0,50.0,Nou Barris
200000,4.0,1.0,88.0,Nou Barris
91000,2.0,1.0,47.0,Nou Barris
121000,3.0,1.0,55.0,Nou Barris
190000,3.0,1.0,85.0,Nou Barris
102500,3.0,1.0,61.0,Nou Barris
102700,3.0,1.0,61.0,Nou Barris
298000,4.0,2.0,91.0,Nou Barris
146000,3.0,1.0,73.0,Nou Barris
159000,1.0,1.0,50.0,Nou Barris
139000,3.0,1.0,69.0,Nou Barris
215000,3.0,1.0,60.0,Nou Barris
178500,3.0,1.0,88.0,Nou Barris
250000,3.0,1.0,60.0,Nou Barris
134000,2.0,1.0,57.0,Nou Barris
79000,1.0,1.0,46.0,Nou Barris
259000,4.0,2.0,100.0,Nou Barris
126000,3.0,1.0,51.0,Nou Barris
80000,2.0,1.0,75.0,Nou Barris
241000,4.0,1.0,79.0,Nou Barris
123000,3.0,1.0,50.0,Nou Barris
94500,3.0,1.0,64.0,Nou Barris
160000,3.0,1.0,73.0,Nou Barris
69000,3.0,1.0,55.0,Nou Barris
125000,3.0,1.0,62.0,Nou Barris
107500,3.0,1.0,60.0,Nou Barris
155000,4.0,1.0,66.0,Nou Barris
91500,3.0,1.0,68.0,Nou Barris
132500,3.0,1.0,66.0,Nou Barris
140000,3.0,1.0,65.0,Nou Barris
126000,2.0,1.0,50.0,Nou Barris
117000,3.0,1.0,61.0,Nou Barris
245000,3.0,1.0,69.0,Nou Barris
309000,2.0,2.0,73.0,Nou Barris
159000,1.0,1.0,50.0,Nou Barris
55000,1.0,1.0,38.0,Nou Barris
115000,3.0,1.0,60.0,Nou Barris
260000,3.0,2.0,81.0,Nou Barris
231000,3.0,1.0,82.0,Nou Barris
113000,2.0,1.0,53.0,Nou Barris
166000,2.0,1.0,67.0,Nou Barris
169000,2.0,1.0,68.0,Nou Barris
139900,2.0,1.0,75.0,Nou Barris
110000,3.0,1.0,55.0,Nou Barris
120000,3.0,1.0,57.0,Nou Barris
256000,3.0,1.0,87.0,Nou Barris
110000,2.0,1.0,42.0,Nou Barris
87480,2.0,1.0,45.0,Nou Barris
144000,3.0,1.0,60.0,Nou Barris
126000,3.0,1.0,60.0,Nou Barris
380000,4.0,2.0,104.0,Nou Barris
165000,1.0,1.0,55.0,Nou Barris
250000,3.0,1.0,60.0,Nou Barris
247300,3.0,1.0,71.0,Nou Barris
350000,2.0,2.0,81.0,Nou Barris
166000,3.0,1.0,77.0,Nou Barris
279000,4.0,2.0,102.0,Nou Barris
110000,3.0,1.0,57.0,Nou Barris
120000,3.0,1.0,70.0,Nou Barris
172000,3.0,,,Nou Barris
184000,3.0,1.0,64.0,Nou Barris
151500,3.0,1.0,75.0,Nou Barris
191000,2.0,1.0,62.0,Nou Barris
250000,3.0,1.0,60.0,Nou Barris
180000,3.0,1.0,68.0,Nou Barris
220000,2.0,1.0,79.0,Nou Barris
176000,3.0,1.0,66.0,Nou Barris
140000,3.0,1.0,65.0,Nou Barris
102500,2.0,1.0,50.0,Nou Barris
129000,1.0,1.0,50.0,Nou Barris
168000,3.0,1.0,68.0,Nou Barris
178000,2.0,1.0,55.0,Nou Barris
190000,3.0,1.0,79.0,Nou Barris
99000,3.0,1.0,50.0,Nou Barris
110000,3.0,1.0,66.0,Nou Barris
129000,3.0,1.0,61.0,Nou Barris
147000,3.0,1.0,62.0,Nou Barris
159000,3.0,1.0,75.0,Nou Barris
96000,3.0,1.0,57.0,Nou Barris
118000,2.0,1.0,59.0,Nou Barris
145000,3.0,1.0,74.0,Nou Barris
331000,3.0,2.0,88.0,Nou Barris
260000,3.0,2.0,83.0,Nou Barris
285000,5.0,2.0,118.0,Nou Barris
106500,3.0,1.0,50.0,Nou Barris
239000,3.0,1.0,92.0,Nou Barris
126000,2.0,1.0,57.0,Nou Barris
107500,2.0,1.0,65.0,Nou Barris
173500,3.0,1.0,60.0,Nou Barris
230000,3.0,1.0,73.0,Nou Barris
115000,2.0,1.0,50.0,Nou Barris
134900,3.0,1.0,62.0,Nou Barris
259000,4.0,1.0,83.0,Nou Barris
169900,3.0,1.0,71.0,Nou Barris
164500,3.0,1.0,70.0,Nou Barris
145000,3.0,1.0,99.0,Nou Barris
193000,3.0,1.0,68.0,Nou Barris
250000,3.0,1.0,83.0,Nou Barris
130000,1.0,2.0,60.0,Nou Barris
255000,4.0,1.0,91.0,Nou Barris
129900,3.0,1.0,58.0,Nou Barris
129900,3.0,1.0,58.0,Nou Barris
225000,3.0,1.0,72.0,Nou Barris
139900,3.0,1.0,61.0,Nou Barris
285000,5.0,2.0,218.0,Nou Barris
365000,4.0,2.0,128.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
250000,3.0,1.0,60.0,Nou Barris
170000,1.0,1.0,50.0,Nou Barris
163000,3.0,1.0,68.0,Nou Barris
120000,2.0,1.0,51.0,Nou Barris
77500,1.0,1.0,65.0,Nou Barris
110000,3.0,1.0,61.0,Nou Barris
103000,3.0,1.0,62.0,Nou Barris
191000,2.0,1.0,58.0,Nou Barris
170000,2.0,1.0,55.0,Nou Barris
96000,3.0,1.0,57.0,Nou Barris
182000,4.0,1.0,84.0,Nou Barris
295800,2.0,1.0,55.0,Nou Barris
164500,3.0,1.0,76.0,Nou Barris
103000,2.0,1.0,47.0,Nou Barris
139000,3.0,1.0,70.0,Nou Barris
178000,4.0,1.0,81.0,Nou Barris
89000,2.0,1.0,50.0,Nou Barris
115500,3.0,1.0,49.0,Nou Barris
181500,3.0,1.0,77.0,Nou Barris
210000,3.0,1.0,67.0,Nou Barris
157000,3.0,1.0,66.0,Nou Barris
139000,3.0,1.0,48.0,Nou Barris
220000,4.0,1.0,76.0,Nou Barris
108000,3.0,1.0,50.0,Nou Barris
177000,3.0,1.0,75.0,Nou Barris
126000,3.0,1.0,72.0,Nou Barris
145000,3.0,1.0,65.0,Nou Barris
159000,2.0,1.0,50.0,Nou Barris
110000,3.0,1.0,61.0,Nou Barris
215500,2.0,1.0,55.0,Nou Barris
216000,2.0,1.0,54.0,Nou Barris
109000,4.0,1.0,70.0,Nou Barris
215000,2.0,1.0,53.0,Nou Barris
95000,2.0,1.0,42.0,Nou Barris
107500,2.0,1.0,66.0,Nou Barris
347000,4.0,2.0,90.0,Nou Barris
225000,4.0,1.0,75.0,Nou Barris
120000,2.0,1.0,51.0,Nou Barris
242000,3.0,1.0,86.0,Nou Barris
135000,2.0,1.0,60.0,Nou Barris
132500,2.0,1.0,61.0,Nou Barris
241000,4.0,1.0,79.0,Nou Barris
168000,3.0,1.0,65.0,Nou Barris
157000,3.0,1.0,99.0,Nou Barris
270000,3.0,1.0,84.0,Nou Barris
150000,2.0,1.0,61.0,Nou Barris
120000,3.0,1.0,57.0,Nou Barris
128000,2.0,1.0,57.0,Nou Barris
189500,3.0,1.0,63.0,Nou Barris
125000,3.0,1.0,62.0,Nou Barris
200000,4.0,1.0,68.0,Nou Barris
235000,3.0,1.0,84.0,Nou Barris
89000,3.0,1.0,50.0,Nou Barris
256000,3.0,1.0,87.0,Nou Barris
122000,3.0,1.0,51.0,Nou Barris
102500,3.0,1.0,61.0,Nou Barris
169000,3.0,1.0,70.0,Nou Barris
135000,3.0,1.0,60.0,Nou Barris
149000,3.0,1.0,70.0,Nou Barris
140000,3.0,1.0,65.0,Nou Barris
175000,3.0,1.0,54.0,Nou Barris
199000,2.0,1.0,60.0,Nou Barris
229000,3.0,1.0,70.0,Nou Barris
60000,3.0,1.0,65.0,Nou Barris
60000,2.0,1.0,50.0,Nou Barris
60000,2.0,1.0,50.0,Nou Barris
115000,2.0,1.0,50.0,Nou Barris
130500,2.0,1.0,62.0,Nou Barris
170000,3.0,1.0,70.0,Nou Barris
100000,2.0,1.0,50.0,Nou Barris
118500,3.0,1.0,54.0,Nou Barris
190000,4.0,3.0,82.0,Nou Barris
690000,4.0,3.0,188.0,Nou Barris
140000,3.0,1.0,62.0,Nou Barris
164500,3.0,1.0,70.0,Nou Barris
145000,4.0,2.0,105.0,Nou Barris
305000,2.0,,,Nou Barris
230000,4.0,2.0,90.0,Nou Barris
107500,3.0,1.0,65.0,Nou Barris
190000,3.0,1.0,70.0,Nou Barris
305000,2.0,,,Nou Barris
305000,2.0,,,Nou Barris
63000,2.0,1.0,67.0,Nou Barris
140000,3.0,1.0,60.0,Nou Barris
109500,2.0,1.0,64.0,Nou Barris
50000,3.0,1.0,59.0,Nou Barris
170000,2.0,1.0,74.0,Nou Barris
365000,2.0,2.0,66.0,Nou Barris
320000,2.0,1.0,60.0,Nou Barris
395000,3.0,2.0,75.0,Nou Barris
127260,3.0,1.0,68.0,Nou Barris
270000,3.0,1.0,84.0,Nou Barris
114500,2.0,1.0,66.0,Nou Barris
215000,2.0,2.0,81.0,Nou Barris
110000,3.0,1.0,691.0,Nou Barris
171500,3.0,1.0,74.0,Nou Barris
140500,3.0,1.0,84.0,Nou Barris
184000,3.0,1.0,64.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
148500,3.0,1.0,65.0,Nou Barris
186000,3.0,1.0,100.0,Nou Barris
101000,3.0,1.0,83.0,Nou Barris
111500,3.0,1.0,71.0,Nou Barris
102500,3.0,1.0,61.0,Nou Barris
150000,2.0,1.0,46.0,Nou Barris
185000,2.0,1.0,56.0,Nou Barris
65000,2.0,1.0,60.0,Nou Barris
110000,3.0,1.0,57.0,Nou Barris
180000,3.0,1.0,68.0,Nou Barris
152000,3.0,1.0,64.0,Nou Barris
120000,2.0,1.0,57.0,Nou Barris
178000,4.0,1.0,82.0,Nou Barris
107000,3.0,1.0,63.0,Nou Barris
103000,2.0,1.0,56.0,Nou Barris
111500,3.0,1.0,71.0,Nou Barris
125000,3.0,1.0,55.0,Nou Barris
314000,4.0,2.0,97.0,Nou Barris
160000,2.0,1.0,111.0,Nou Barris
120000,2.0,1.0,45.0,Nou Barris
162000,3.0,1.0,73.0,Nou Barris
115000,3.0,1.0,66.0,Nou Barris
190000,3.0,1.0,59.0,Nou Barris
256000,3.0,1.0,87.0,Nou Barris
203000,3.0,1.0,80.0,Nou Barris
131000,2.0,1.0,50.0,Nou Barris
130000,2.0,1.0,50.0,Nou Barris
143000,3.0,1.0,60.0,Nou Barris
187000,3.0,1.0,63.0,Nou Barris
149000,3.0,1.0,61.0,Nou Barris
173000,3.0,1.0,60.0,Nou Barris
191000,2.0,1.0,62.0,Nou Barris
209000,3.0,1.0,68.0,Nou Barris
227000,3.0,1.0,74.0,Nou Barris
115000,2.0,1.0,65.0,Nou Barris
285000,2.0,1.0,68.0,Nou Barris
195000,3.0,1.0,70.0,Nou Barris
100000,2.0,1.0,51.0,Nou Barris
131500,2.0,1.0,73.0,Nou Barris
110000,3.0,1.0,64.0,Nou Barris
96000,2.0,1.0,49.0,Nou Barris
60000,2.0,1.0,107.0,Nou Barris
126000,3.0,1.0,58.0,Nou Barris
126000,3.0,1.0,60.0,Nou Barris
199000,4.0,2.0,128.0,Nou Barris
140000,4.0,1.0,70.0,Nou Barris
110000,2.0,1.0,52.0,Nou Barris
110000,2.0,1.0,52.0,Nou Barris
145000,2.0,1.0,83.0,Nou Barris
199000,3.0,1.0,76.0,Nou Barris
190000,3.0,1.0,90.0,Nou Barris
269000,4.0,2.0,100.0,Nou Barris
114900,3.0,1.0,58.0,Nou Barris
85000,3.0,1.0,45.0,Nou Barris
119900,3.0,1.0,60.0,Nou Barris
225000,4.0,1.0,98.0,Nou Barris
350000,4.0,2.0,118.0,Nou Barris
120000,2.0,1.0,53.0,Nou Barris
200000,4.0,1.0,68.0,Nou Barris
150000,3.0,1.0,60.0,Nou Barris
231000,3.0,1.0,82.0,Nou Barris
100000,2.0,1.0,40.0,Nou Barris
255000,3.0,1.0,55.0,Nou Barris
142600,2.0,1.0,51.0,Nou Barris
91000,2.0,1.0,40.0,Nou Barris
185000,1.0,1.0,39.0,Nou Barris
185000,2.0,1.0,71.0,Nou Barris
108000,3.0,1.0,50.0,Nou Barris
113500,2.0,1.0,55.0,Nou Barris
91000,3.0,1.0,59.0,Nou Barris
116000,3.0,1.0,47.0,Nou Barris
118000,2.0,1.0,75.0,Nou Barris
115000,3.0,1.0,66.0,Nou Barris
107500,2.0,1.0,66.0,Nou Barris
63000,2.0,1.0,67.0,Nou Barris
189900,3.0,1.0,92.0,Nou Barris
171500,3.0,1.0,74.0,Nou Barris
140000,3.0,1.0,60.0,Nou Barris
166000,3.0,1.0,77.0,Nou Barris
94000,3.0,1.0,67.0,Nou Barris
179000,3.0,1.0,61.0,Nou Barris
360000,3.0,3.0,157.0,Nou Barris
150000,3.0,2.0,124.0,Nou Barris
122000,3.0,1.0,51.0,Nou Barris
114000,3.0,1.0,55.0,Nou Barris
103500,2.0,1.0,60.0,Nou Barris
149000,2.0,1.0,53.0,Nou Barris
139000,3.0,1.0,67.0,Nou Barris
129000,3.0,1.0,70.0,Nou Barris
140000,3.0,1.0,65.0,Nou Barris
255000,3.0,1.0,75.0,Nou Barris
168500,2.0,1.0,55.0,Nou Barris
39000,4.0,1.0,86.0,Nou Barris
103000,3.0,1.0,62.0,Nou Barris
250000,3.0,2.0,128.0,Nou Barris
250000,3.0,1.0,70.0,Nou Barris
145000,3.0,1.0,60.0,Nou Barris
180000,3.0,1.0,85.0,Nou Barris
130500,3.0,1.0,63.0,Nou Barris
230000,3.0,1.0,73.0,Nou Barris
169000,2.0,1.0,67.0,Nou Barris
86100,1.0,,,Nou Barris
245000,4.0,2.0,79.0,Nou Barris
103000,3.0,1.0,61.0,Nou Barris
120000,3.0,1.0,57.0,Nou Barris
82800,1.0,1.0,118.0,Nou Barris
50000,,,,Nou Barris
161000,3.0,1.0,66.0,Nou Barris
250000,4.0,2.0,150.0,Nou Barris
250000,4.0,2.0,150.0,Nou Barris
239000,2.0,1.0,74.0,Nou Barris
180000,3.0,1.0,85.0,Nou Barris
250000,3.0,1.0,60.0,Nou Barris
181000,3.0,2.0,91.0,Nou Barris
184000,3.0,1.0,64.0,Nou Barris
189500,3.0,1.0,63.0,Nou Barris
164000,3.0,1.0,82.0,Nou Barris
119000,1.0,1.0,56.0,Nou Barris
185000,2.0,1.0,56.0,Nou Barris
151500,3.0,1.0,73.0,Nou Barris
110000,3.0,1.0,57.0,Nou Barris
231000,3.0,1.0,91.0,Nou Barris
96000,3.0,1.0,62.0,Nou Barris
250000,3.0,1.0,88.0,Nou Barris
115500,3.0,1.0,49.0,Nou Barris
149000,3.0,1.0,60.0,Nou Barris
175000,3.0,1.0,71.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
380000,4.0,2.0,104.0,Nou Barris
185000,3.0,1.0,72.0,Nou Barris
396000,4.0,2.0,114.0,Nou Barris
185000,3.0,1.0,72.0,Nou Barris
113000,2.0,1.0,53.0,Nou Barris
166000,1.0,,,Nou Barris
120000,3.0,1.0,51.0,Nou Barris
118000,2.0,1.0,74.0,Nou Barris
199000,1.0,,,Nou Barris
171000,1.0,,,Nou Barris
114500,2.0,1.0,56.0,Nou Barris
152000,1.0,,,Nou Barris
148000,3.0,1.0,64.0,Nou Barris
238000,1.0,,,Nou Barris
171000,1.0,,,Nou Barris
180000,3.0,1.0,68.0,Nou Barris
199000,1.0,,,Nou Barris
122500,3.0,1.0,68.0,Nou Barris
171000,1.0,,,Nou Barris
238000,1.0,,,Nou Barris
90000,2.0,1.0,41.0,Nou Barris
166000,1.0,,,Nou Barris
159000,3.0,1.0,67.0,Nou Barris
140000,3.0,1.0,61.0,Nou Barris
175000,3.0,1.0,57.0,Nou Barris
155500,3.0,1.0,75.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
247300,3.0,1.0,71.0,Nou Barris
231000,3.0,1.0,82.0,Nou Barris
215000,3.0,1.0,90.0,Nou Barris
119000,2.0,1.0,44.0,Nou Barris
169900,3.0,1.0,135.0,Nou Barris
154000,2.0,1.0,60.0,Nou Barris
135000,3.0,1.0,59.0,Nou Barris
137500,2.0,1.0,73.0,Nou Barris
310000,4.0,2.0,90.0,Nou Barris
154000,2.0,1.0,65.0,Nou Barris
171000,3.0,1.0,65.0,Nou Barris
139000,3.0,1.0,70.0,Nou Barris
140000,3.0,1.0,61.0,Nou Barris
69900,3.0,1.0,56.0,Nou Barris
140000,3.0,1.0,65.0,Nou Barris
126000,3.0,1.0,60.0,Nou Barris
107000,3.0,1.0,62.0,Nou Barris
187000,3.0,1.0,62.0,Nou Barris
149000,3.0,1.0,60.0,Nou Barris
166000,2.0,1.0,67.0,Nou Barris
130500,2.0,1.0,62.0,Nou Barris
100000,2.0,1.0,50.0,Nou Barris
113500,3.0,1.0,51.0,Nou Barris
115000,3.0,1.0,72.0,Nou Barris
103500,2.0,1.0,60.0,Nou Barris
129000,3.0,1.0,60.0,Nou Barris
134900,3.0,1.0,62.0,Nou Barris
145300,3.0,1.0,88.0,Nou Barris
154000,2.0,1.0,60.0,Nou Barris
375000,4.0,2.0,105.0,Nou Barris
107500,2.0,1.0,66.0,Nou Barris
396000,4.0,2.0,114.0,Nou Barris
133700,2.0,1.0,46.0,Nou Barris
118500,3.0,1.0,61.0,Nou Barris
160000,3.0,1.0,55.0,Nou Barris
109000,2.0,1.0,67.0,Nou Barris
186000,3.0,1.0,82.0,Nou Barris
260000,3.0,2.0,83.0,Nou Barris
129000,2.0,1.0,54.0,Nou Barris
239000,3.0,1.0,86.0,Nou Barris
139000,3.0,1.0,58.0,Nou Barris
134000,2.0,1.0,58.0,Nou Barris
160000,3.0,1.0,87.0,Nou Barris
196000,4.0,1.0,81.0,Nou Barris
285000,4.0,2.0,118.0,Nou Barris
142000,3.0,1.0,79.0,Nou Barris
152000,3.0,1.0,74.0,Nou Barris
172500,3.0,1.0,60.0,Nou Barris
173000,3.0,1.0,59.0,Nou Barris
172000,3.0,1.0,59.0,Nou Barris
229000,3.0,1.0,94.0,Nou Barris
120000,2.0,1.0,58.0,Nou Barris
265000,4.0,1.0,83.0,Nou Barris
159000,3.0,1.0,67.0,Nou Barris
115000,3.0,1.0,72.0,Nou Barris
159000,3.0,1.0,75.0,Nou Barris
146000,3.0,1.0,81.0,Nou Barris
126000,3.0,1.0,59.0,Nou Barris
96000,3.0,1.0,65.0,Nou Barris
118500,3.0,1.0,60.0,Nou Barris
186000,3.0,1.0,100.0,Nou Barris
99000,2.0,1.0,50.0,Nou Barris
196500,3.0,1.0,94.0,Nou Barris
132500,2.0,1.0,60.0,Nou Barris
125000,3.0,1.0,62.0,Nou Barris
119000,2.0,1.0,44.0,Nou Barris
190000,2.0,1.0,60.0,Nou Barris
103000,2.0,1.0,56.0,Nou Barris
279500,3.0,2.0,120.0,Nou Barris
184000,3.0,1.0,80.0,Nou Barris
150000,3.0,1.0,80.0,Nou Barris
159500,3.0,1.0,60.0,Nou Barris
139000,3.0,2.0,70.0,Nou Barris
173500,2.0,1.0,64.0,Nou Barris
118500,2.0,1.0,55.0,Nou Barris
121000,3.0,1.0,49.0,Nou Barris
238800,,,,Nou Barris
250000,3.0,1.0,60.0,Nou Barris
115000,3.0,1.0,72.0,Nou Barris
165000,3.0,1.0,61.0,Nou Barris
197000,4.0,1.0,82.0,Nou Barris
231000,3.0,1.0,82.0,Nou Barris
195000,4.0,1.0,73.0,Nou Barris
135500,3.0,1.0,70.0,Nou Barris
115500,3.0,1.0,49.0,Nou Barris
121000,3.0,1.0,71.0,Nou Barris
106000,2.0,1.0,50.0,Nou Barris
225000,3.0,1.0,74.0,Nou Barris
195000,3.0,1.0,60.0,Nou Barris
100000,3.0,1.0,59.0,Nou Barris
147000,4.0,1.0,71.0,Nou Barris
171000,3.0,1.0,65.0,Nou Barris
350000,4.0,2.0,105.0,Nou Barris
150000,3.0,1.0,68.0,Nou Barris
106000,2.0,1.0,50.0,Nou Barris
240000,3.0,2.0,87.0,Nou Barris
195000,4.0,1.0,76.0,Nou Barris
265000,4.0,1.0,76.0,Nou Barris
156500,3.0,2.0,66.0,Nou Barris
220000,2.0,1.0,74.0,Nou Barris
133400,1.0,,,Nou Barris
128000,3.0,1.0,59.0,Nou Barris
302000,2.0,1.0,,Nou Barris
162000,3.0,1.0,73.0,Nou Barris
88900,3.0,1.0,62.0,Nou Barris
171000,,,,Nou Barris
188000,3.0,1.0,85.0,Nou Barris
158000,3.0,1.0,45.0,Nou Barris
199000,4.0,1.0,90.0,Nou Barris
130000,3.0,1.0,60.0,Nou Barris
150000,3.0,1.0,63.0,Nou Barris
90000,2.0,1.0,45.0,Nou Barris
119000,3.0,1.0,50.0,Nou Barris
393000,3.0,3.0,140.0,Nou Barris
118000,3.0,1.0,72.0,Nou Barris
207000,3.0,1.0,69.0,Nou Barris
89000,2.0,1.0,63.0,Nou Barris
325000,4.0,2.0,88.0,Nou Barris
175000,3.0,1.0,70.0,Nou Barris
247300,,,,Nou Barris
114000,3.0,1.0,57.0,Nou Barris
201800,1.0,,,Nou Barris
176664,1.0,1.0,76.0,Nou Barris
165040,1.0,1.0,65.0,Nou Barris
203000,1.0,,,Nou Barris
169000,2.0,1.0,67.0,Nou Barris
225000,2.0,1.0,75.0,Nou Barris
199000,4.0,1.0,99.0,Nou Barris
185000,3.0,1.0,65.0,Nou Barris
176664,1.0,1.0,76.0,Nou Barris
193000,3.0,1.0,67.0,Nou Barris
179000,3.0,1.0,65.0,Nou Barris
107500,2.0,1.0,66.0,Nou Barris
285000,3.0,1.0,66.0,Nou Barris
107000,3.0,1.0,62.0,Nou Barris
135500,3.0,1.0,70.0,Nou Barris
75000,2.0,1.0,53.0,Nou Barris
570000,6.0,2.0,260.0,Nou Barris
84900,2.0,1.0,53.0,Nou Barris
285000,3.0,2.0,80.0,Nou Barris
155000,3.0,1.0,45.0,Nou Barris
121000,3.0,1.0,66.0,Nou Barris
231000,3.0,1.0,91.0,Nou Barris
91500,3.0,1.0,68.0,Nou Barris
120000,3.0,1.0,57.0,Nou Barris
250000,3.0,1.0,60.0,Nou Barris
134900,3.0,1.0,60.0,Nou Barris
177000,3.0,1.0,75.0,Nou Barris
305000,2.0,1.0,70.0,Nou Barris
149500,2.0,1.0,66.0,Nou Barris
239000,2.0,1.0,82.0,Nou Barris
168000,3.0,1.0,70.0,Nou Barris
252000,4.0,1.0,101.0,Nou Barris
250000,3.0,2.0,170.0,Nou Barris
375000,4.0,2.0,105.0,Nou Barris
152000,4.0,1.0,68.0,Nou Barris
152000,3.0,1.0,72.0,Nou Barris
255000,3.0,1.0,75.0,Nou Barris
95500,2.0,1.0,39.0,Nou Barris
196500,3.0,1.0,94.0,Nou Barris
170000,4.0,1.0,87.0,Nou Barris
193000,3.0,1.0,68.0,Nou Barris
166000,3.0,1.0,77.0,Nou Barris
122500,3.0,1.0,68.0,Nou Barris
170000,3.0,1.0,70.0,Nou Barris
145000,3.0,1.0,99.0,Nou Barris
130000,2.0,1.0,49.0,Nou Barris
108000,3.0,1.0,46.0,Nou Barris
190000,3.0,1.0,79.0,Nou Barris
225000,4.0,2.0,105.0,Nou Barris
251000,3.0,1.0,82.0,Nou Barris
289900,3.0,1.0,83.0,Nou Barris
285000,2.0,1.0,70.0,Nou Barris
231000,3.0,1.0,82.0,Nou Barris
137500,3.0,1.0,53.0,Nou Barris
110000,3.0,1.0,57.0,Nou Barris
185000,2.0,1.0,56.0,Nou Barris
99000,3.0,1.0,65.0,Nou Barris
82000,3.0,1.0,57.0,Nou Barris
124000,3.0,1.0,68.0,Nou Barris
145000,3.0,1.0,62.0,Nou Barris
184000,3.0,1.0,68.0,Nou Barris
89000,3.0,1.0,65.0,Nou Barris
259000,4.0,2.0,100.0,Nou Barris
177000,2.0,1.0,90.0,Nou Barris
129900,3.0,1.0,60.0,Nou Barris
167000,2.0,1.0,58.0,Nou Barris
158000,3.0,1.0,70.0,Nou Barris
135000,3.0,1.0,50.0,Nou Barris
140000,2.0,1.0,45.0,Nou Barris
97000,1.0,1.0,36.0,Nou Barris
118000,2.0,1.0,75.0,Nou Barris
189000,3.0,1.0,81.0,Nou Barris
